tuition_in_state_usd,tuition_out_of_state_usd,admission_rate,sat_average,act_midpoint,name,city,state,country,source
47278.0,47278.0,0.7859,950.0,,University of Saint Joseph,West Hartford,CT,United States,collegescorecard.ed.gov
13438.0,27378.0,0.9147,,,Southern Connecticut State University,New Haven,CT,United States,collegescorecard.ed.gov
70770.0,70770.0,0.2925,1415.0,31.0,Trinity College,Hartford,CT,United States,collegescorecard.ed.gov
,,0.2244,1339.0,27.0,United States Coast Guard Academy,New London,CT,United States,collegescorecard.ed.gov
70342.0,70342.0,0.1649,1501.0,33.0,Wesleyan University,Middletown,CT,United States,collegescorecard.ed.gov
13401.0,16901.0,0.8701,1110.0,,Western Connecticut State University,Danbury,CT,United States,collegescorecard.ed.gov
67250.0,67250.0,0.0387,1534.0,34.0,Yale University,New Haven,CT,United States,collegescorecard.ed.gov
,,,,,Margaret H Rollins School of Nursing at Beebe Medical Center,Lewes,DE,United States,collegescorecard.ed.gov
,,,,,Dawn Career Institute LLC,Newark,DE,United States,collegescorecard.ed.gov
5445.0,12308.0,,,,Delaware Technical Community College-Terry,Dover,DE,United States,collegescorecard.ed.gov
10670.0,20634.0,0.4658,940.0,,Delaware State University,Dover,DE,United States,collegescorecard.ed.gov
16810.0,41400.0,0.706,1292.0,29.0,University of Delaware,Newark,DE,United States,collegescorecard.ed.gov
14940.0,14940.0,0.8451,,,Goldey-Beacom College,Wilmington,DE,United States,collegescorecard.ed.gov
,,,,,Schilling-Douglas School of Hair Design,Newark,DE,United States,collegescorecard.ed.gov
12630.0,12630.0,,,,Wilmington University,New Castle,DE,United States,collegescorecard.ed.gov
58771.0,58771.0,0.6196,1381.0,31.0,American University,Washington,DC,United States,collegescorecard.ed.gov
58378.0,58378.0,0.8278,,,The Catholic University of America,Washington,DC,United States,collegescorecard.ed.gov
5662.0,12514.0,,,,University of the District of Columbia,Washington,DC,United States,collegescorecard.ed.gov
,,,,,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,United States,collegescorecard.ed.gov
19654.0,19654.0,0.5806,868.0,17.0,Gallaudet University,Washington,DC,United States,collegescorecard.ed.gov
67710.0,67710.0,0.4709,1433.0,32.0,George Washington University,Washington,DC,United States,collegescorecard.ed.gov
68017.0,68017.0,0.1291,1487.0,34.0,Georgetown University,Washington,DC,United States,collegescorecard.ed.gov
35810.0,35810.0,0.4134,1213.0,24.0,Howard University,Washington,DC,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-District of Columbia,Washington,DC,United States,collegescorecard.ed.gov
11600.0,11600.0,1.0,,,National Conservatory of Dramatic Arts,Washington,DC,United States,collegescorecard.ed.gov
26610.0,26610.0,0.9952,,,Trinity Washington University,Washington,DC,United States,collegescorecard.ed.gov
,,,,,Wesley Theological Seminary,Washington,DC,United States,collegescorecard.ed.gov
,,,,,Atlantic Technical College,Coconut Creek,FL,United States,collegescorecard.ed.gov
15000.0,15000.0,0.3599,,20.0,Baptist University of Florida,Graceville,FL,United States,collegescorecard.ed.gov
34350.0,34350.0,0.7724,,,Barry University,Miami,FL,United States,collegescorecard.ed.gov
14794.0,14794.0,0.8824,880.0,17.0,Bethune-Cookman University,Daytona Beach,FL,United States,collegescorecard.ed.gov
44480.0,44480.0,0.7347,1134.0,23.0,Lynn University,Boca Raton,FL,United States,collegescorecard.ed.gov
,,,,,North Florida Technical College,Starke,FL,United States,collegescorecard.ed.gov
2496.0,9739.0,,,,Eastern Florida State College,Melbourne,FL,United States,collegescorecard.ed.gov
2830.0,8952.0,,,,Broward College,Fort Lauderdale,FL,United States,collegescorecard.ed.gov
13818.0,13818.0,0.7571,,,Albizu University-Miami,Miami,FL,United States,collegescorecard.ed.gov
2710.0,10517.0,,,,College of Central Florida,Ocala,FL,United States,collegescorecard.ed.gov
6368.0,22467.0,0.4011,1269.0,28.0,University of Central Florida,Orlando,FL,United States,collegescorecard.ed.gov
3110.0,12110.0,,,,Charlotte Technical College,Port Charlotte,FL,United States,collegescorecard.ed.gov
3120.0,8950.0,,,,Chipola College,Marianna,FL,United States,collegescorecard.ed.gov
,,,,,Lorenzo Walker Technical College,Naples,FL,United States,collegescorecard.ed.gov
3106.0,11994.0,,,,Daytona State College,Daytona Beach,FL,United States,collegescorecard.ed.gov
18145.0,18145.0,,,,South University-West Palm Beach,Royal Palm Beach,FL,United States,collegescorecard.ed.gov
51884.0,51884.0,0.758,1250.0,,Eckerd College,Saint Petersburg,FL,United States,collegescorecard.ed.gov
3401.0,12979.0,,,,Florida SouthWestern State College,Fort Myers,FL,United States,collegescorecard.ed.gov
16366.0,16366.0,0.8495,,,Edward Waters University,Jacksonville,FL,United States,collegescorecard.ed.gov
44249.0,44249.0,0.6481,1257.0,26.0,Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,United States,collegescorecard.ed.gov
5785.0,17725.0,0.2056,1107.0,20.0,Florida Agricultural and Mechanical University,Tallahassee,FL,United States,collegescorecard.ed.gov
4879.0,17324.0,0.6613,1127.0,23.0,Florida Atlantic University,Boca Raton,FL,United States,collegescorecard.ed.gov
2878.0,9992.0,,,,Florida State College at Jacksonville,Jacksonville,FL,United States,collegescorecard.ed.gov
29900.0,29900.0,0.8076,1084.0,23.0,Flagler College,Saint Augustine,FL,United States,collegescorecard.ed.gov
20360.0,20360.0,0.6966,1108.0,23.0,Florida College,Temple Terrace,FL,United States,collegescorecard.ed.gov
,,0.9404,,,Concorde Career Institute-Jacksonville,Jacksonville,FL,United States,collegescorecard.ed.gov
,,0.9959,,,Concorde Career Institute-Miramar,Miramar,FL,United States,collegescorecard.ed.gov
,,0.957,,,Concorde Career Institute-Tampa,Tampa,FL,United States,collegescorecard.ed.gov
21420.0,21420.0,,,,AdventHealth University,Orlando,FL,United States,collegescorecard.ed.gov
45900.0,45900.0,0.577,1225.0,27.0,Florida Institute of Technology,Melbourne,FL,United States,collegescorecard.ed.gov
6565.0,18964.0,0.5466,1163.0,24.0,Florida International University,Miami,FL,United States,collegescorecard.ed.gov
3276.0,13162.0,,,,The College of the Florida Keys,Key West,FL,United States,collegescorecard.ed.gov
20174.0,20174.0,0.8526,,,Florida Memorial University,Miami Gardens,FL,United States,collegescorecard.ed.gov
,,,,,Florida School of Massage,Gainesville,FL,United States,collegescorecard.ed.gov
44040.0,44040.0,0.6442,1252.0,28.0,Florida Southern College,Lakeland,FL,United States,collegescorecard.ed.gov
5656.0,18786.0,0.2422,1361.0,28.0,Florida State University,Tallahassee,FL,United States,collegescorecard.ed.gov
6381.0,28659.0,0.242,1403.0,31.0,University of Florida,Gainesville,FL,United States,collegescorecard.ed.gov
,,,,,Fort Pierce Beauty Academy,Fort Pierce,FL,United States,collegescorecard.ed.gov
26906.0,26906.0,,,,Full Sail University,Winter Park,FL,United States,collegescorecard.ed.gov
,,,,,George Stone Technical College,Pensacola,FL,United States,collegescorecard.ed.gov
,,,,,George T Baker Aviation Technical College,Miami,FL,United States,collegescorecard.ed.gov
2370.0,8635.0,,,,Gulf Coast State College,Panama City,FL,United States,collegescorecard.ed.gov
2506.0,9111.0,,,,Hillsborough College,Tampa,FL,United States,collegescorecard.ed.gov
9068.0,9068.0,,,,Hobe Sound Bible College,Hobe Sound,FL,United States,collegescorecard.ed.gov
,,,,,Hollywood Institute of Beauty Careers,Hollywood,FL,United States,collegescorecard.ed.gov
,,,,,Cortiva Institute,St. Petersburg,FL,United States,collegescorecard.ed.gov
2764.0,10201.0,,,,Indian River State College,Fort Pierce,FL,United States,collegescorecard.ed.gov
,,,,,International Academy,South Daytona,FL,United States,collegescorecard.ed.gov
47830.0,47830.0,0.5694,1205.0,23.0,Jacksonville University,Jacksonville,FL,United States,collegescorecard.ed.gov
25056.0,25056.0,0.9697,,,Keiser University-Ft Lauderdale,Fort Lauderdale,FL,United States,collegescorecard.ed.gov
,,,,,La Belle Beauty School,Hialeah,FL,United States,collegescorecard.ed.gov
3100.0,11747.0,,,,Florida Gateway College,Lake City,FL,United States,collegescorecard.ed.gov
,,,,,Lake Technical College,Eustis,FL,United States,collegescorecard.ed.gov
3292.0,13276.0,,,,Lake-Sumter State College,Leesburg,FL,United States,collegescorecard.ed.gov
,,,,,Fort Myers Technical College,Fort Myers,FL,United States,collegescorecard.ed.gov
,,,,,Lively Technical College,Tallahassee,FL,United States,collegescorecard.ed.gov
,,,,,Lindsey Hopkins Technical College,Miami,FL,United States,collegescorecard.ed.gov
,,,,,Loraines Academy & Spa,Saint Petersburg,FL,United States,collegescorecard.ed.gov
11320.0,11320.0,0.9167,,,Luther Rice College & Seminary,Lithonia,GA,United States,collegescorecard.ed.gov
3074.0,11595.0,,,,State College of Florida-Manatee-Sarasota,Bradenton,FL,United States,collegescorecard.ed.gov
,,,,,Manatee Technical College,Bradenton,FL,United States,collegescorecard.ed.gov
,,,,,Traviss Technical College,Lakeland,FL,United States,collegescorecard.ed.gov
,,,,,Merryfield Academy,Oakland Park,FL,United States,collegescorecard.ed.gov
,,,,,Miami Lakes Educational Center and Technical College,Miami Lakes,FL,United States,collegescorecard.ed.gov
2838.0,9661.0,,,,Miami Dade College,Miami,FL,United States,collegescorecard.ed.gov
62616.0,62616.0,0.189,1415.0,32.0,University of Miami,Coral Gables,FL,United States,collegescorecard.ed.gov
,,,,,Orange Technical College-South Campus,Orlando,FL,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Jacksonville,Jacksonville,FL,United States,collegescorecard.ed.gov
3054.0,11400.0,,,,North Florida College,Madison,FL,United States,collegescorecard.ed.gov
6389.0,20793.0,0.5324,1153.0,23.0,University of North Florida,Jacksonville,FL,United States,collegescorecard.ed.gov
38700.0,38700.0,0.7321,1157.0,25.0,Nova Southeastern University,Fort Lauderdale,FL,United States,collegescorecard.ed.gov
2583.0,10612.0,,,,Northwest Florida State College,Niceville,FL,United States,collegescorecard.ed.gov
,,,,,Orange Technical College,Orlando,FL,United States,collegescorecard.ed.gov
40650.0,40650.0,0.8199,1075.0,23.0,Palm Beach Atlantic University,West Palm Beach,FL,United States,collegescorecard.ed.gov
3050.0,10910.0,,,,Palm Beach State College,Lake Worth,FL,United States,collegescorecard.ed.gov
3155.0,12032.0,,,,Pasco-Hernando State College,New Port Richey,FL,United States,collegescorecard.ed.gov
,,,,,PENSACOLA CHRISTIAN COLLEGE,Pensacola,FL,United States,collegescorecard.ed.gov
2361.0,9460.0,,,,Pensacola State College,Pensacola,FL,United States,collegescorecard.ed.gov
,,,,,Pinellas Technical College-Clearwater,Clearwater,FL,United States,collegescorecard.ed.gov
2694.0,9817.0,,,,Polk State College,Winter Haven,FL,United States,collegescorecard.ed.gov
,,,,,Radford M Locklin Technical College,Milton,FL,United States,collegescorecard.ed.gov
,,,,,Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,United States,collegescorecard.ed.gov
3930.0,10530.0,,,,Ridge Technical College,Winter Haven,FL,United States,collegescorecard.ed.gov
57900.0,57900.0,0.6965,,,Ringling College of Art and Design,Sarasota,FL,United States,collegescorecard.ed.gov
,,,,,Robert Morgan Educational Center and Technical College,Miami,FL,United States,collegescorecard.ed.gov
60580.0,60580.0,0.4754,1271.0,,Rollins College,Winter Park,FL,United States,collegescorecard.ed.gov
,,,,,First Coast Technical College,Saint Augustine,FL,United States,collegescorecard.ed.gov
30000.0,30000.0,0.784,,22.0,Saint Leo University,Saint Leo,FL,United States,collegescorecard.ed.gov
2682.0,9286.0,,,,St Petersburg College,St. Petersburg,FL,United States,collegescorecard.ed.gov
,,,,,Pinellas Technical College-St. Petersburg,Saint Petersburg,FL,United States,collegescorecard.ed.gov
2563.0,9189.0,,,,Santa Fe College,Gainesville,FL,United States,collegescorecard.ed.gov
,,,,,Suncoast Technical College,Sarasota,FL,United States,collegescorecard.ed.gov
3122.0,11447.0,,,,Seminole State College of Florida,Sanford,FL,United States,collegescorecard.ed.gov
,,,,,Sheridan Technical College,Hollywood,FL,United States,collegescorecard.ed.gov
25500.0,25500.0,0.9286,,,St. John Vianney College Seminary,Miami,FL,United States,collegescorecard.ed.gov
2591.0,9335.0,,,,Saint Johns River State College,Palatka,FL,United States,collegescorecard.ed.gov
3165.0,11859.0,,,,South Florida State College,Avon Park,FL,United States,collegescorecard.ed.gov
6410.0,17324.0,0.4319,1227.0,27.0,University of South Florida,Tampa,FL,United States,collegescorecard.ed.gov
34770.0,34770.0,0.9791,,19.0,St. Thomas University,Miami Gardens,FL,United States,collegescorecard.ed.gov
57410.0,57410.0,0.716,1176.0,26.0,Stetson University,DeLand,FL,United States,collegescorecard.ed.gov
32950.0,32950.0,0.5298,,22.0,Southeastern University,Lakeland,FL,United States,collegescorecard.ed.gov
,,,,,Bene's Career Academy,New Port Richey,FL,United States,collegescorecard.ed.gov
,,,,,Riveroak Technical College,Live Oak,FL,United States,collegescorecard.ed.gov
2026.0,8062.0,,,,Tallahassee State College,Tallahassee,FL,United States,collegescorecard.ed.gov
16750.0,16750.0,,,,Talmudic College of Florida,Miami Beach,FL,United States,collegescorecard.ed.gov
34408.0,34408.0,0.4034,,26.0,The University of Tampa,Tampa,FL,United States,collegescorecard.ed.gov
,,,,,Big Bend Technical College,Perry,FL,United States,collegescorecard.ed.gov
,,,,,Tom P. Haney Technical College,Panama City,FL,United States,collegescorecard.ed.gov
15100.0,15100.0,0.5328,907.0,19.0,Trinity College of Jacksonville,Jacksonville,FL,United States,collegescorecard.ed.gov
16300.0,16300.0,0.9189,,21.0,Trinity College of Florida,Trinity,FL,United States,collegescorecard.ed.gov
2664.0,9576.0,,,,Valencia College,Orlando,FL,United States,collegescorecard.ed.gov
29992.0,29992.0,0.4281,932.0,19.0,Warner University,Lake Wales,FL,United States,collegescorecard.ed.gov
,,,,,Florida Panhandle Technical College,Chipley,FL,United States,collegescorecard.ed.gov
33770.0,33770.0,0.694,,,Webber International University,Babson Park,FL,United States,collegescorecard.ed.gov
15314.0,15314.0,,,,Rasmussen University-Florida,Ocala,FL,United States,collegescorecard.ed.gov
6360.0,19241.0,0.5824,1138.0,24.0,University of West Florida,Pensacola,FL,United States,collegescorecard.ed.gov
,,,,,Orange Technical College-West Campus,Ocoee,FL,United States,collegescorecard.ed.gov
,,,,,William T McFatter Technical College,Davie,FL,United States,collegescorecard.ed.gov
,,,,,Orange Technical College-East Campus,Orlando,FL,United States,collegescorecard.ed.gov
,,,,,Withlacoochee Technical College,Inverness,FL,United States,collegescorecard.ed.gov
3268.0,10588.0,0.7572,990.0,19.0,Abraham Baldwin Agricultural College,Tifton,GA,United States,collegescorecard.ed.gov
50604.0,50604.0,0.6215,1260.0,,Agnes Scott College,Decatur,GA,United States,collegescorecard.ed.gov
11330.0,11330.0,,,,Interactive College of Technology-Chamblee,Chamblee,GA,United States,collegescorecard.ed.gov
11210.0,11210.0,,,,Interactive College of Technology-Morrow,Morrow,GA,United States,collegescorecard.ed.gov
3364.0,5932.0,,,,Albany Technical College,Albany,GA,United States,collegescorecard.ed.gov
5656.0,17008.0,,,,Albany State University,Albany,GA,United States,collegescorecard.ed.gov
19604.0,19604.0,0.4573,,20.0,Andrew College,Cuthbert,GA,United States,collegescorecard.ed.gov
,,,,,Georgia Career Institute,Conyers,GA,United States,collegescorecard.ed.gov
3382.0,5950.0,,,,Atlanta Technical College,Atlanta,GA,United States,collegescorecard.ed.gov
24000.0,24000.0,0.4426,,19.0,Point University,West Point,GA,United States,collegescorecard.ed.gov
3248.0,10400.0,,,,Atlanta Metropolitan State College,Atlanta,GA,United States,collegescorecard.ed.gov
,,,,,Atlanta's John Marshall Law School,Atlanta,GA,United States,collegescorecard.ed.gov
28310.0,28310.0,0.6422,,19.0,Clark Atlanta University,Atlanta,GA,United States,collegescorecard.ed.gov
4282.0,7492.0,,,,Augusta Technical College,Augusta,GA,United States,collegescorecard.ed.gov
41686.0,41686.0,0.64,1220.0,27.0,Berry College,Mount Berry,GA,United States,collegescorecard.ed.gov
8492.0,8492.0,,,,Beulah Heights University,Atlanta,GA,United States,collegescorecard.ed.gov
34027.0,34027.0,0.8778,1079.0,23.0,Brenau University,Gainesville,GA,United States,collegescorecard.ed.gov
20120.0,20120.0,0.9649,,21.0,Brewton-Parker Christian University,Mount Vernon,GA,United States,collegescorecard.ed.gov
3616.0,10936.0,0.9813,1000.0,19.0,College of Coastal Georgia,Brunswick,GA,United States,collegescorecard.ed.gov
3410.0,5978.0,,,,West Georgia Technical College,Waco,GA,United States,collegescorecard.ed.gov
5180.0,16532.0,0.6845,958.0,,Clayton  State University,Morrow,GA,United States,collegescorecard.ed.gov
,,,,,Columbia Theological Seminary,Decatur,GA,United States,collegescorecard.ed.gov
4052.0,7262.0,,,,Columbus Technical College,Columbus,GA,United States,collegescorecard.ed.gov
5898.0,17610.0,0.9912,977.0,21.0,Columbus State University,Columbus,GA,United States,collegescorecard.ed.gov
3300.0,5868.0,,,,Georgia Northwestern Technical College,Rome,GA,United States,collegescorecard.ed.gov
42040.0,42040.0,0.8651,1294.0,26.0,Covenant College,Lookout Mountain,GA,United States,collegescorecard.ed.gov
3336.0,10656.0,,,,Dalton State College,Dalton,GA,United States,collegescorecard.ed.gov
,,,,,Pro Way Hair School,Stone Mountain,GA,United States,collegescorecard.ed.gov
18145.0,18145.0,,,,South University-Savannah,Savannah,GA,United States,collegescorecard.ed.gov
2900.0,9860.0,,,,East Georgia State College,Swainsboro,GA,United States,collegescorecard.ed.gov
25500.0,25500.0,0.74,,21.0,Emmanuel University,Franklin Springs,GA,United States,collegescorecard.ed.gov
64280.0,64280.0,0.1065,1520.0,33.0,Emory University,Atlanta,GA,United States,collegescorecard.ed.gov
3120.0,10080.0,,,,Georgia Highlands College,Rome,GA,United States,collegescorecard.ed.gov
5526.0,16932.0,0.6587,994.0,18.0,Fort Valley State University,Fort Valley,GA,United States,collegescorecard.ed.gov
,,,,,Grady Health System Professional Schools,Atlanta,GA,United States,collegescorecard.ed.gov
12058.0,34484.0,0.1407,1480.0,32.0,Georgia Institute of Technology-Main Campus,Atlanta,GA,United States,collegescorecard.ed.gov
5220.0,16572.0,0.7517,978.0,21.0,Georgia Southwestern State University,Americus,GA,United States,collegescorecard.ed.gov
9186.0,29512.0,0.7823,1163.0,24.0,Georgia College & State University,Milledgeville,GA,United States,collegescorecard.ed.gov
6022.0,17734.0,0.8789,1053.0,21.0,Georgia Southern University,Statesboro,GA,United States,collegescorecard.ed.gov
8664.0,24840.0,0.5544,1076.0,23.0,Georgia State University,Atlanta,GA,United States,collegescorecard.ed.gov
11450.0,31688.0,0.377,1397.0,31.0,University of Georgia,Athens,GA,United States,collegescorecard.ed.gov
